SchoolID,CourseID,CourseName,SectionID,TeacherID,TeacherName,RoomID,RoomName,Period,Slots,TermID,MaxEnrollment
Columbus Middle School,PE8,PE 8,PE8.7,T681,MS_Stone_2,R107,Gymnasium 4,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.8,T682,MS_Stone_3,R098,Gymnasium,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.9,T683,MS_Stone_4,R098,Gymnasium,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.10,T684,MS_Stone_5,R101,Gymnasium 2,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,MUS_MS,Band / Choir,MUS_MS.1,T685,MS_Singh,R097,Music Hall,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,MUS_MS,Band / Choir,MUS_MS.2,T686,MS_Singh_2,R109,Music Hall 5,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,MUS_MS,Band / Choir,MUS_MS.3,T687,MS_Singh_3,R100,Music Hall 2,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,MUS_MS,Band / Choir,MUS_MS.4,T688,MS_Singh_4,R100,Music Hall 2,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,MUS_MS,Band / Choir,MUS_MS.5,T689,MS_Singh_5,R097,Music Hall,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,DRAMA_MS,Drama,DRAMA_MS.1,T690,MS_Tan,R108,Art Studio 5,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,DRAMA_MS,Drama,DRAMA_MS.2,T691,MS_Tan_2,R102,Art Studio 3,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,DRAMA_MS,Drama,DRAMA_MS.3,T692,MS_Tan_3,R096,Art Studio,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,DRAMA_MS,Drama,DRAMA_MS.4,T693,MS_Tan_4,R105,Art Studio 4,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,DRAMA_MS,Drama,DRAMA_MS.5,T694,MS_Tan_5,R096,Art Studio,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,TECH_MS,Tech / Robotics,TECH_MS.1,T670,MS_Patel,R095,Comp Lab 95,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,TECH_MS,Tech / Robotics,TECH_MS.2,T671,MS_Patel_2,R087,Comp Lab 87,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,TECH_MS,Tech / Robotics,TECH_MS.3,T672,MS_Patel_3,R094,Comp Lab 94,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,TECH_MS,Tech / Robotics,TECH_MS.4,T673,MS_Patel_4,R086,Comp Lab 86,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,TECH_MS,Tech / Robotics,TECH_MS.5,T674,MS_Patel_5,R088,Comp Lab 88,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,ART_MS,Visual Art,ART_MS.1,T685,MS_Singh,R108,Art Studio 5,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ART_MS,Visual Art,ART_MS.2,T686,MS_Singh_2,R096,Art Studio,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ART_MS,Visual Art,ART_MS.3,T687,MS_Singh_3,R105,Art Studio 4,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,ART_MS,Visual Art,ART_MS.4,T688,MS_Singh_4,R105,Art Studio 4,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,ART_MS,Visual Art,ART_MS.5,T689,MS_Singh_5,R096,Art Studio,P03,C1;A3;D4,2026-2027,24
