sourcedId,status,dateLastModified,enabledUser,orgSourcedIds,role,username,userIds,givenName,familyName,middleName,identifier,email,sms,phone,agentSourcedIds,grades,password
student-M2026107,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026107,,MS_Student_0107,,,M2026107,,,,,6,
student-M2026108,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026108,,MS_Student_0108,,,M2026108,,,,,6,
student-M2026109,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026109,,MS_Student_0109,,,M2026109,,,,,6,
student-M2026110,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026110,,MS_Student_0110,,,M2026110,,,,,6,
student-M2026111,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026111,,MS_Student_0111,,,M2026111,,,,,6,
student-M2026112,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026112,,MS_Student_0112,,,M2026112,,,,,6,
student-M2026113,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026113,,MS_Student_0113,,,M2026113,,,,,6,
student-M2026114,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026114,,MS_Student_0114,,,M2026114,,,,,6,
student-M2026115,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026115,,MS_Student_0115,,,M2026115,,,,,6,
student-M2026116,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026116,,MS_Student_0116,,,M2026116,,,,,6,
student-M2026117,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026117,,MS_Student_0117,,,M2026117,,,,,6,
student-M2026118,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026118,,MS_Student_0118,,,M2026118,,,,,6,
student-M2026119,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026119,,MS_Student_0119,,,M2026119,,,,,6,
student-M2026120,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026120,,MS_Student_0120,,,M2026120,,,,,6,
student-M2026121,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026121,,MS_Student_0121,,,M2026121,,,,,6,
student-M2026122,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026122,,MS_Student_0122,,,M2026122,,,,,6,
student-M2026123,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026123,,MS_Student_0123,,,M2026123,,,,,6,
student-M2026124,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026124,,MS_Student_0124,,,M2026124,,,,,6,
student-M2026125,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026125,,MS_Student_0125,,,M2026125,,,,,6,
student-M2026126,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026126,,MS_Student_0126,,,M2026126,,,,,6,
student-M2026127,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026127,,MS_Student_0127,,,M2026127,,,,,6,
student-M2026128,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026128,,MS_Student_0128,,,M2026128,,,,,6,
student-M2026129,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026129,,MS_Student_0129,,,M2026129,,,,,6,
student-M2026130,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026130,,MS_Student_0130,,,M2026130,,,,,6,
student-M2026131,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026131,,MS_Student_0131,,,M2026131,,,,,6,
student-M2026132,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026132,,MS_Student_0132,,,M2026132,,,,,6,
student-M2026133,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026133,,MS_Student_0133,,,M2026133,,,,,6,
student-M2026134,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026134,,MS_Student_0134,,,M2026134,,,,,6,
student-M2026135,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026135,,MS_Student_0135,,,M2026135,,,,,6,
student-M2026136,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026136,,MS_Student_0136,,,M2026136,,,,,6,
student-M2026137,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026137,,MS_Student_0137,,,M2026137,,,,,6,
student-M2026138,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026138,,MS_Student_0138,,,M2026138,,,,,6,
student-M2026139,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026139,,MS_Student_0139,,,M2026139,,,,,6,
student-M2026140,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026140,,MS_Student_0140,,,M2026140,,,,,6,
student-M2026141,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026141,,MS_Student_0141,,,M2026141,,,,,6,
student-M2026142,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026142,,MS_Student_0142,,,M2026142,,,,,6,
student-M2026143,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026143,,MS_Student_0143,,,M2026143,,,,,6,
student-M2026144,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026144,,MS_Student_0144,,,M2026144,,,,,6,
student-M2026145,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026145,,MS_Student_0145,,,M2026145,,,,,6,
student-M2026146,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026146,,MS_Student_0146,,,M2026146,,,,,6,
student-M2026147,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026147,,MS_Student_0147,,,M2026147,,,,,6,
student-M2026148,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026148,,MS_Student_0148,,,M2026148,,,,,6,
student-M2026149,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026149,,MS_Student_0149,,,M2026149,,,,,6,
student-M2026150,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026150,,MS_Student_0150,,,M2026150,,,,,6,
student-M2026151,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026151,,MS_Student_0151,,,M2026151,,,,,6,
student-M2026152,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026152,,MS_Student_0152,,,M2026152,,,,,6,
student-M2026153,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026153,,MS_Student_0153,,,M2026153,,,,,6,
student-M2026154,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026154,,MS_Student_0154,,,M2026154,,,,,6,
student-M2026155,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026155,,MS_Student_0155,,,M2026155,,,,,6,
student-M2026156,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026156,,MS_Student_0156,,,M2026156,,,,,6,
student-M2026157,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026157,,MS_Student_0157,,,M2026157,,,,,6,
student-M2026158,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026158,,MS_Student_0158,,,M2026158,,,,,6,
student-M2026159,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026159,,MS_Student_0159,,,M2026159,,,,,6,
student-M2026160,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026160,,MS_Student_0160,,,M2026160,,,,,6,
student-M2026161,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026161,,MS_Student_0161,,,M2026161,,,,,6,
student-M2026162,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026162,,MS_Student_0162,,,M2026162,,,,,6,
student-M2026163,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026163,,MS_Student_0163,,,M2026163,,,,,6,
student-M2026164,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026164,,MS_Student_0164,,,M2026164,,,,,6,
student-M2026165,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026165,,MS_Student_0165,,,M2026165,,,,,6,
student-M2026166,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026166,,MS_Student_0166,,,M2026166,,,,,6,
student-M2026167,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026167,,MS_Student_0167,,,M2026167,,,,,6,
student-M2026168,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026168,,MS_Student_0168,,,M2026168,,,,,6,
student-M2026169,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026169,,MS_Student_0169,,,M2026169,,,,,6,
student-M2026170,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026170,,MS_Student_0170,,,M2026170,,,,,6,
student-M2026171,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026171,,MS_Student_0171,,,M2026171,,,,,6,
student-M2026172,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026172,,MS_Student_0172,,,M2026172,,,,,6,
student-M2026173,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026173,,MS_Student_0173,,,M2026173,,,,,6,
student-M2026174,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026174,,MS_Student_0174,,,M2026174,,,,,6,
student-M2026175,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026175,,MS_Student_0175,,,M2026175,,,,,6,
student-M2026176,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026176,,MS_Student_0176,,,M2026176,,,,,6,
student-M2026177,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026177,,MS_Student_0177,,,M2026177,,,,,6,
student-M2026178,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026178,,MS_Student_0178,,,M2026178,,,,,6,
student-M2026179,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026179,,MS_Student_0179,,,M2026179,,,,,6,
student-M2026180,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026180,,MS_Student_0180,,,M2026180,,,,,6,
student-M2026181,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026181,,MS_Student_0181,,,M2026181,,,,,6,
student-M2026182,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026182,,MS_Student_0182,,,M2026182,,,,,6,
student-M2026183,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026183,,MS_Student_0183,,,M2026183,,,,,6,
student-M2026184,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026184,,MS_Student_0184,,,M2026184,,,,,6,
student-M2026185,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026185,,MS_Student_0185,,,M2026185,,,,,6,
student-M2026186,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026186,,MS_Student_0186,,,M2026186,,,,,6,
student-M2026187,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026187,,MS_Student_0187,,,M2026187,,,,,6,
student-M2026188,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026188,,MS_Student_0188,,,M2026188,,,,,6,
student-M2026189,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026189,,MS_Student_0189,,,M2026189,,,,,6,
student-M2026190,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026190,,MS_Student_0190,,,M2026190,,,,,6,
student-M2026191,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026191,,MS_Student_0191,,,M2026191,,,,,6,
student-M2026192,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026192,,MS_Student_0192,,,M2026192,,,,,6,
student-M2026193,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026193,,MS_Student_0193,,,M2026193,,,,,6,
student-M2026194,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026194,,MS_Student_0194,,,M2026194,,,,,6,
student-M2026195,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026195,,MS_Student_0195,,,M2026195,,,,,6,
student-M2026196,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026196,,MS_Student_0196,,,M2026196,,,,,6,
student-M2026197,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026197,,MS_Student_0197,,,M2026197,,,,,6,
student-M2026198,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026198,,MS_Student_0198,,,M2026198,,,,,6,
student-M2026199,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026199,,MS_Student_0199,,,M2026199,,,,,6,
student-M2026200,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026200,,MS_Student_0200,,,M2026200,,,,,6,
student-M2026201,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026201,,MS_Student_0201,,,M2026201,,,,,7,
student-M2026202,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026202,,MS_Student_0202,,,M2026202,,,,,7,
student-M2026203,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026203,,MS_Student_0203,,,M2026203,,,,,7,
student-M2026204,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026204,,MS_Student_0204,,,M2026204,,,,,7,
student-M2026205,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026205,,MS_Student_0205,,,M2026205,,,,,7,
student-M2026206,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026206,,MS_Student_0206,,,M2026206,,,,,7,
student-M2026207,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026207,,MS_Student_0207,,,M2026207,,,,,7,
student-M2026208,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026208,,MS_Student_0208,,,M2026208,,,,,7,
student-M2026209,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026209,,MS_Student_0209,,,M2026209,,,,,7,
student-M2026210,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026210,,MS_Student_0210,,,M2026210,,,,,7,
student-M2026211,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026211,,MS_Student_0211,,,M2026211,,,,,7,
student-M2026212,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026212,,MS_Student_0212,,,M2026212,,,,,7,
student-M2026213,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026213,,MS_Student_0213,,,M2026213,,,,,7,
student-M2026214,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026214,,MS_Student_0214,,,M2026214,,,,,7,
student-M2026215,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026215,,MS_Student_0215,,,M2026215,,,,,7,
student-M2026216,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026216,,MS_Student_0216,,,M2026216,,,,,7,
student-M2026217,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026217,,MS_Student_0217,,,M2026217,,,,,7,
student-M2026218,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026218,,MS_Student_0218,,,M2026218,,,,,7,
student-M2026219,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026219,,MS_Student_0219,,,M2026219,,,,,7,
student-M2026220,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026220,,MS_Student_0220,,,M2026220,,,,,7,
student-M2026221,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026221,,MS_Student_0221,,,M2026221,,,,,7,
student-M2026222,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026222,,MS_Student_0222,,,M2026222,,,,,7,
student-M2026223,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026223,,MS_Student_0223,,,M2026223,,,,,7,
student-M2026224,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026224,,MS_Student_0224,,,M2026224,,,,,7,
student-M2026225,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026225,,MS_Student_0225,,,M2026225,,,,,7,
student-M2026226,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026226,,MS_Student_0226,,,M2026226,,,,,7,
student-M2026227,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026227,,MS_Student_0227,,,M2026227,,,,,7,
student-M2026228,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026228,,MS_Student_0228,,,M2026228,,,,,7,
student-M2026229,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026229,,MS_Student_0229,,,M2026229,,,,,7,
student-M2026230,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026230,,MS_Student_0230,,,M2026230,,,,,7,
student-M2026231,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026231,,MS_Student_0231,,,M2026231,,,,,7,
student-M2026232,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026232,,MS_Student_0232,,,M2026232,,,,,7,
student-M2026233,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026233,,MS_Student_0233,,,M2026233,,,,,7,
student-M2026234,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026234,,MS_Student_0234,,,M2026234,,,,,7,
student-M2026235,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026235,,MS_Student_0235,,,M2026235,,,,,7,
student-M2026236,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026236,,MS_Student_0236,,,M2026236,,,,,7,
student-M2026237,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026237,,MS_Student_0237,,,M2026237,,,,,7,
student-M2026238,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026238,,MS_Student_0238,,,M2026238,,,,,7,
student-M2026239,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026239,,MS_Student_0239,,,M2026239,,,,,7,
student-M2026240,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026240,,MS_Student_0240,,,M2026240,,,,,7,
student-M2026241,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026241,,MS_Student_0241,,,M2026241,,,,,7,
student-M2026242,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026242,,MS_Student_0242,,,M2026242,,,,,7,
student-M2026243,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026243,,MS_Student_0243,,,M2026243,,,,,7,
student-M2026244,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026244,,MS_Student_0244,,,M2026244,,,,,7,
student-M2026245,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026245,,MS_Student_0245,,,M2026245,,,,,7,
student-M2026246,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026246,,MS_Student_0246,,,M2026246,,,,,7,
student-M2026247,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026247,,MS_Student_0247,,,M2026247,,,,,7,
student-M2026248,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026248,,MS_Student_0248,,,M2026248,,,,,7,
student-M2026249,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026249,,MS_Student_0249,,,M2026249,,,,,7,
student-M2026250,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026250,,MS_Student_0250,,,M2026250,,,,,7,
student-M2026251,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026251,,MS_Student_0251,,,M2026251,,,,,7,
student-M2026252,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026252,,MS_Student_0252,,,M2026252,,,,,7,
student-M2026253,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026253,,MS_Student_0253,,,M2026253,,,,,7,
student-M2026254,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026254,,MS_Student_0254,,,M2026254,,,,,7,
student-M2026255,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026255,,MS_Student_0255,,,M2026255,,,,,7,
student-M2026256,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026256,,MS_Student_0256,,,M2026256,,,,,7,
student-M2026257,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026257,,MS_Student_0257,,,M2026257,,,,,7,
student-M2026258,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026258,,MS_Student_0258,,,M2026258,,,,,7,
student-M2026259,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026259,,MS_Student_0259,,,M2026259,,,,,7,
student-M2026260,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026260,,MS_Student_0260,,,M2026260,,,,,7,
student-M2026261,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026261,,MS_Student_0261,,,M2026261,,,,,7,
student-M2026262,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026262,,MS_Student_0262,,,M2026262,,,,,7,
student-M2026263,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026263,,MS_Student_0263,,,M2026263,,,,,7,
student-M2026264,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026264,,MS_Student_0264,,,M2026264,,,,,7,
student-M2026265,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026265,,MS_Student_0265,,,M2026265,,,,,7,
student-M2026266,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026266,,MS_Student_0266,,,M2026266,,,,,7,
student-M2026267,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026267,,MS_Student_0267,,,M2026267,,,,,7,
student-M2026268,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026268,,MS_Student_0268,,,M2026268,,,,,7,
student-M2026269,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026269,,MS_Student_0269,,,M2026269,,,,,7,
student-M2026270,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026270,,MS_Student_0270,,,M2026270,,,,,7,
student-M2026271,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026271,,MS_Student_0271,,,M2026271,,,,,7,
student-M2026272,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026272,,MS_Student_0272,,,M2026272,,,,,7,
student-M2026273,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026273,,MS_Student_0273,,,M2026273,,,,,7,
student-M2026274,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026274,,MS_Student_0274,,,M2026274,,,,,7,
student-M2026275,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026275,,MS_Student_0275,,,M2026275,,,,,7,
student-M2026276,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026276,,MS_Student_0276,,,M2026276,,,,,7,
student-M2026277,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026277,,MS_Student_0277,,,M2026277,,,,,7,
student-M2026278,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026278,,MS_Student_0278,,,M2026278,,,,,7,
student-M2026279,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026279,,MS_Student_0279,,,M2026279,,,,,7,
student-M2026280,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026280,,MS_Student_0280,,,M2026280,,,,,7,
student-M2026281,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026281,,MS_Student_0281,,,M2026281,,,,,7,
student-M2026282,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026282,,MS_Student_0282,,,M2026282,,,,,7,
student-M2026283,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026283,,MS_Student_0283,,,M2026283,,,,,7,
student-M2026284,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026284,,MS_Student_0284,,,M2026284,,,,,7,
student-M2026285,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026285,,MS_Student_0285,,,M2026285,,,,,7,
student-M2026286,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026286,,MS_Student_0286,,,M2026286,,,,,7,
student-M2026287,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026287,,MS_Student_0287,,,M2026287,,,,,7,
student-M2026288,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026288,,MS_Student_0288,,,M2026288,,,,,7,
student-M2026289,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026289,,MS_Student_0289,,,M2026289,,,,,7,
student-M2026290,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026290,,MS_Student_0290,,,M2026290,,,,,7,
student-M2026291,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026291,,MS_Student_0291,,,M2026291,,,,,7,
student-M2026292,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026292,,MS_Student_0292,,,M2026292,,,,,7,
student-M2026293,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026293,,MS_Student_0293,,,M2026293,,,,,7,
student-M2026294,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026294,,MS_Student_0294,,,M2026294,,,,,7,
student-M2026295,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026295,,MS_Student_0295,,,M2026295,,,,,7,
student-M2026296,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026296,,MS_Student_0296,,,M2026296,,,,,7,
student-M2026297,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026297,,MS_Student_0297,,,M2026297,,,,,7,
student-M2026298,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026298,,MS_Student_0298,,,M2026298,,,,,7,
student-M2026299,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026299,,MS_Student_0299,,,M2026299,,,,,7,
student-M2026300,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026300,,MS_Student_0300,,,M2026300,,,,,7,
student-M2026301,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026301,,MS_Student_0301,,,M2026301,,,,,7,
student-M2026302,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026302,,MS_Student_0302,,,M2026302,,,,,7,
student-M2026303,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026303,,MS_Student_0303,,,M2026303,,,,,7,
student-M2026304,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026304,,MS_Student_0304,,,M2026304,,,,,7,
